country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
KAZ,1995,580.7,4.732430888,730.4400671,3286.514283,166731.156,10.54217847,2343.038517,7.009428354,2.426476194,20374307047,1280,50.2,-1.752256205,15815626.38,-1.895266598,8840935.148
KEN,1995,1753,0.467473986,346.0570404,454.9406178,7554.02,0.275435613,209.5140098,6.400648734,11.60706915,9046331923,270,114.2,2.895904856,27425720,3.741575858,5210886.8
KOR,1995,5849.9,0.34340316,203.6733475,3210.160069,370781.371,8.222592664,521.6945376,50.94454793,2.179210285,5.17118E+11,10770,6.1,1.429457257,45093000,2.561156578,35262726
LAC,1995,2547.354042,1.706687575,140.7698403,1080.949291,1129491.005,2.373977439,314.2759792,32.28836474,12.75229807,1.77056E+12,3397.308386,44.22806473,1.667869876,475780008,2.324583567,347861228.8
LIC,1995,1509.625485,0.829991534,361.2566039,323.4619685,346829.0725,0.606057835,832.5848289,8.902866563,9.86626984,1.39655E+11,242.4584399,152.7917592,2.472512045,572270586,3.771602951,131302357.4
LMC,1995,2120.847684,1.496507427,307.3793647,580.3940376,2321252.532,1.202409255,640.7768657,12.3722907,8.226971948,1.06725E+12,553.8379236,101.7274673,1.856062371,1930501220,2.958963707,645012160
LMY,1995,2381.101035,1.95086674,301.1111699,896.2736208,10597246.22,2.271164144,788.3828729,14.18586724,9.746985418,4.97136E+12,1004.102701,91.11531891,1.590492811,4665997500,2.761579541,1796511280
MAR,1995,446.7,0.280075474,122.1677277,319.067497,30373.761,1.127936878,431.8756583,18.99685836,1.54493897,32986182670,1090,68.9,1.515401613,26928600,2.800215861,13922086.2
MEX,1995,2519.7,3.322758316,142.8749957,1406.742645,345178.377,3.740848525,379.937097,34.04577553,4.122234484,2.86698E+11,3760,38.3,1.728708042,92272749,2.27515749,67728197.77
MIC,1995,2505.26354,1.977981256,299.8627957,957.0526533,10250867.07,2.504042718,786.9038794,14.83294923,9.724751968,4.83016E+12,1110.461085,77.20636917,1.468401699,4093726914,2.682774445,1665208922
MNA,1995,1770.134983,0.35669417,188.4357562,938.2842271,736006.0712,2.92348442,644.8997042,20.30395062,3.249021276,3.15651E+11,1285.268325,60.1165163,2.051867333,251756454.1,2.790728153,134986141.2
MOZ,1995,652.7,2.002856172,977.9902016,394.4103261,1111.101,0.069733853,172.9138931,5.780618036,14.82184028,2246791389,130,195,3.34443187,15933452,7.315370085,4174564.424
MYS,1995,3119.1,4.703505551,196.1925211,1791.052425,121132.011,5.845910995,640.3631742,8.102303916,17.75778938,88832452512,4010,13.8,2.518633726,20720810,4.659887737,11541491.17
NGA,1995,1210.4,3.839618025,511.9317633,727.1979901,34917.174,0.317386475,223.4332601,12.94733845,12.78301244,28108826038,210,207.6,2.356381278,110014688,4.224624511,42795713.63
NLD,1995,7769.2,2.91338097,160.7799563,4576.176132,176309.36,11.40422768,400.677591,12.73782665,11.56724274,4.18969E+11,25630,6.9,0.511441437,15460000,1.644206725,11254880
NZL,1995,5209.4,5.28135714,196.6230313,4065.373224,26904.779,7.324217074,354.2380204,26.55833832,25.15364646,62795370404,14940,8.7,1.461601395,3673400,1.602380395,3133410.2
PAK,1995,2042,1.19175194,235.8217645,420.7104819,84484.013,0.663417304,371.866749,15.94737432,10.29378361,60636071684,470,114.6,2.56499118,127346713,3.322570561,40496254.73
PAN,1995,1720.9,2.820606873,101.2760613,725.2180299,3472.649,1.29725252,181.1601757,35.60598986,17.64388936,7906100000,2890,29.2,2.038740163,2676926,4.093030286,1606155.6
PER,1995,2639.3,4.763903194,86.53517254,460.4488163,23883.171,1.002350595,188.3783356,27.62498834,4.78140382,53674086051,2000,58.8,1.789693812,23827163,2.188782141,16750495.59
PHL,1995,2263.7,1.994067226,194.1368125,490.6755555,63105.403,0.911198488,360.5175925,15.02075376,9.096532321,74119868202,1030,47.7,2.26696433,69255386,4.211677824,37397908.44
POL,1995,3022.3,2.63120569,286.440916,2577.811603,346813.859,8.987702241,998.6942645,4.280395775,20.26133207,1.39062E+11,2970,13.9,0.11409132,38587600,0.179153138,23731374
PRT,1995,1993.8,0.588024477,115.1545696,2015.698913,52394.096,5.225301287,298.5154762,37.96023736,5.919517599,1.16419E+11,10990,10,0.289638137,10027000,1.549993555,5123797
PRY,1995,2462.7,1.279474468,191.7768914,818.6233999,3964.027,0.82663718,193.6542599,26.84846722,3.762951703,8065811598,1680,42.7,2.321560994,4795365,3.635335687,2498385.165
ROM,1995,3085,1.181045024,282.6152768,2040.626207,128524.683,5.666623297,784.7955231,8.898232,4.640073327,35477055619,1470,32.2,-0.220206188,22681000,0.076529921,12247740
RUS,1995,1223.5,0.522086287,547.4028932,4297.570241,1692364.504,11.42401161,1455.13317,16.75030073,8.82166667,3.95528E+11,2650,25.9,-0.131544793,148141000,-0.131544793,108735494
SAS,1995,2127.867389,0.625957809,267.9443726,383.3038725,1036972.595,0.836213602,591.1259191,11.12236807,5.921562764,4.76175E+11,379.1331965,103.8615797,1.935342324,1240080994,2.870454269,323914443.3
SAU,1995,3784.4,-1.315946357,243.9737728,4734.288926,234856.682,12.70055433,654.5021235,37.51342822,31.25943668,1.42458E+11,7860,33.3,2.042561585,18491845,2.577662874,14553082.02
SDN,1995,424.8,0.086765011,342.396397,397.4342781,4602.085,0.152684468,131.5402688,10.75733117,4.747829081,13830459816,390,119,2.601706533,30141147,5.650921035,9434179.011
SEN,1995,873.7,0.649163711,157.2678745,222.8231745,3494.651,0.41756468,294.7157979,20.16962347,24.07386212,4879192245,580,133.9,2.737348399,8369125,3.140168682,3330911.75
SLV,1995,2051.2,0.400371064,126.6964971,585.8337835,5280.48,0.921003084,199.182546,19.38683514,0.644349868,9500491429,1550,47.6,1.221032118,5733401,3.014802187,3096036.54
SSA,1995,986.877511,1.358478437,393.7048756,673.5373684,490805.6652,0.838080574,557.3968088,11.85124888,11.17732628,3.27608E+11,530.6885533,169.1271032,2.660944411,585630643,4.230144205,178222216
SWE,1995,4358.6,5.889064987,231.4142377,5699.549655,53560.202,6.065021175,246.2531844,12.88224437,7.925339374,2.5368E+11,26760,4.9,0.571212701,8831000,0.738416884,7400378
SYR,1995,1661.3,0.877446473,223.1072415,857.2741906,51558.02,3.638243386,946.8597733,31.06717672,0.253368968,11396706587,910,28.4,2.619826612,14171130,3.06628999,7099736.13
TGO,1995,849.3,1.998548538,464.2864329,383.3702281,953.42,0.233367242,282.6230009,19.44833083,11.25661535,1309378704,310,134.7,2.545606785,4085492,4.430734059,1356383.344
THA,1995,2507.5,1.230778589,182.3852259,1037.929154,181461.495,3.042095849,534.5580057,10.23623794,16.38503203,1.68019E+11,2720,21.1,0.881435065,59650157,1.477266023,18073997.57
TUR,1995,2037.8,0.522167204,120.0197163,1045.536125,176705.396,3.00189331,344.5948685,25.77978338,1.88837538,1.69486E+11,2830,63.1,1.632866033,58864649,2.571232408,36554947.03
TZA,1995,1701.6,2.282231163,474.0744799,368.0821081,3553.323,0.118666671,152.8377479,5.571646847,26.85168388,5255236879,170,154.6,2.981205291,29943732,4.554492413,6138465.06
UKR,1995,2512.2,0.553782573,815.6845299,3180.071292,445943.87,8.657036903,2220.519739,12.2433558,2.746350489,48213868185,920,19.6,-0.790354088,51512298.61,-0.730634767,34513240.07
UMC,1995,2817.429251,2.115510614,297.0168681,1289.453006,7929610.837,3.665641943,843.4183091,17.00260412,10.31408722,3.76299E+12,1607.739193,41.98940929,1.124929696,2163225694,2.508919021,1020196762
URY,1995,3190.3,0.811497222,93.40883406,797.9140665,4591.084,1.424298125,166.7372876,49.15482126,0.250930432,19297663097,5530,20.3,0.717933424,3223401,1.049975788,2917177.905
USA,1995,4644.7,0.787637632,228.9856048,7763.365148,5237968.469,19.67105232,580.2107367,42.14724912,14.80179514,7.3384E+12,28090,9.5,1.190787016,266278000,1.709594999,205832894
UZB,1995,1935.5,-0.179769066,1278.205325,1868.418697,100912.173,4.428886241,3029.848709,9.288768927,2.25542897,13350461533,580,69.7,1.806877907,22785000,0.925358069,8749440
VEN,1995,2974,1.315284476,230.264007,2339.875017,133236.778,6.044403121,594.8217203,32.6542712,53.74144269,74888742184,2930,28.7,2.10891234,22043000,2.686614697,19133324
VNM,1995,3569.9,8.58596608,338.3719496,416.4474863,29247.992,0.406247502,330.084257,9.348123147,5.314453226,20736163915,260,42.6,1.639863103,71995500,3.36639395,15983001
WLD,1995,2757.652285,1.162125942,223.5986738,1626.012911,23401968,4.118247015,584.4656539,17.48143839,10.36307481,2.96747E+13,5065.027878,83.46965148,1.461351107,5682507124,2.335040512,2535155687
YEM,1995,1104.9,-5.138921949,119.1470701,225.5926326,11250.356,0.742687368,392.251391,6.826731305,1.29138E-05,4236297071,270,113.3,4.164546085,15148172,6.631706525,3605264.936
ZAF,1995,1422.1,0.826152745,371.6515213,2783.815184,353458.463,9.035236784,1206.243689,28.87456033,6.812027178,1.51113E+11,3740,60.9,2.162209528,39120000,3.083875039,21320400
ZAR,1995,765.7,-0.396035094,829.5739288,296.8097551,2966.603,0.067319721,188.1565034,13.98955086,9.986130429,5643439262,140,181.4,3.268651135,44067369,3.692081549,12515132.8
ZMB,1995,1331.4,2.789246205,637.473908,653.402629,2170.864,0.243385247,237.4519745,10.10847523,35.98054661,3477642089,350,177.4,2.576298422,8919456,1.344029949,3309118.176
AGO,1996,653.3,2.398993967,221.1975567,531.6802547,10491.287,0.842489254,350.5049566,16.23740988,12.39982528,7526446606,380,217,2.831221001,12452725,5.078506586,5603726.25
ARE,1996,1194.8,0.62616862,261.7112325,12607.83926,41059.399,16.5964758,344.5066238,28.0373794,0.30523039,47993462224,20250,15.5,5.203596979,2473983,5.050418496,1936633.892
ARG,1996,2753.4,2.553203331,157.5669654,1575.621021,129217.746,3.661896228,366.2009258,38.84192793,5.349108344,2.7215E+11,7730,22,1.231663709,35287113,1.546837315,31398473.15
ARM,1996,1877.1,1.100209269,303.9679295,557.5210777,2607.237,0.821905721,448.1139642,35.81657438,6.930750652,1596968913,520,41.3,-1.594565319,3172185,-1.957213042,2095545.411
AUS,1996,2129.1,1.531330405,205.8722116,5403.648627,329259.93,17.98153733,685.0739405,60.28641254,8.061000711,4.03661E+11,20690,6.9,1.322262062,18311000,1.569010251,15806055.2
AUT,1996,5391.6,1.915486091,126.5310536,3559.873074,61055.55,7.665512948,272.4606775,19.39883987,21.43900626,2.34143E+11,29500,6.5,0.149503415,7964966,0.149503424,5240947.628
BGD,1996,2694.1,0.03327061,156.7695639,133.3361856,24029.851,0.20036784,235.5818025,10.47566253,1.600361783,40666015641,350,107.3,2.056996883,119928682,3.792992969,26480252.99
BGR,1996,1908.5,1.22605339,438.4384096,2746.937889,56691.82,6.784564385,1082.883465,13.88567496,4.0972437,8890314315,1160,22.7,-0.525186182,8356000,-0.201227752,5683751.2
BLR,1996,2193.6,0.708145155,568.9812449,2501.346161,60157.135,5.920977854,1346.844912,16.31723425,7.268003999,14756861538,1450,16.5,-0.334086956,10160000,0.253286224,6939280
BOL,1996,1613.5,6.40939672,157.955049,540.0293442,8734.794,1.143653614,334.5111973,28.33282401,14.03821298,7396952018,920,97,2.206747806,7637622,3.011581124,4573408.054
BRA,1996,2573.1,1.333836306,133.009861,1032.487118,301244.05,1.833025578,236.1390017,36.17003473,13.64506081,8.39683E+11,4460,45.5,1.529418667,164342524,2.399657075,128976012.8
CAN,1996,2844.2,1.569845431,284.9378921,7956.970265,467883.531,15.76857333,564.6702069,40.88691995,7.36108141,6.13762E+11,20220,6.8,1.077164681,29671900,1.539415119,23161885.14
CHE,1996,6879.9,1.43492026,108.1192051,3466.88592,40025.305,5.658086655,176.4545605,14.90325134,21.78004342,3.04752E+11,44840,6.2,0.467588495,7074000,0.386033538,5202219.6
CHL,1996,4264.2,6.354334201,140.3973943,1357.530694,49526.502,3.385092199,350.0901497,34.34602788,16.4812449,75769008174,4940,12.9,1.52448951,14630769,1.879309515,12392261.34
CHN,1996,4898,4.693460662,442.6572519,891.0069295,3463089.131,2.844309582,1413.068991,11.31602669,14.35530751,8.56085E+11,650,40.5,1.048141514,1217550000,3.812136563,393025140
CIV,1996,1024.7,2.217432629,206.5637972,379.3679513,8379.095,0.555277923,302.3458254,17.439386,22.59255055,12139291892,700,153.7,2.773117179,15089912,3.782498496,6310601.198
CMR,1996,1368.2,1.041023329,232.7965208,394.2346706,4602.085,0.32210625,190.2045153,15.38410391,7.767877028,9732338099,650,148.1,2.459669926,14287475,4.470227162,6603670.945
COG,1996,854.4,2.856656826,86.54516488,278.9124869,1716.156,0.610706027,189.499059,30.54818339,6.786447982,2540699675,460,109.1,2.793414828,2810118,3.464914082,1595585
COL,1996,2683.9,3.202627642,115.1979983,785.1472953,60523.835,1.630815431,239.2757057,32.50056362,20.35992648,97160111573,2530,30.7,1.792409611,37112621,2.245283297,26283158.19
CRI,1996,3483.3,3.605013661,93.07850887,661.8535631,4748.765,1.335012138,187.7468764,25.19187708,20.71508041,11843228352,3310,14.8,2.510147074,3557095,3.650572833,2007624.418
CZE,1996,4196.3,2.314570718,255.1406336,4146.618032,132558.383,12.85103083,790.7215283,11.53588948,15.12254665,62010597344,5350,9.2,-0.154993725,10315000,-0.315981158,7682612
DEU,1996,6281.8,0.263653695,151.7277402,4252.96644,924014.327,11.28057338,402.4428436,7.815687567,33.73182953,2.4385E+12,30010,6.2,0.330166463,81912000,0.275581329,60008731.2
DNK,1996,6052.5,0.419356776,145.3639145,4170.881794,68704.912,13.05680578,455.0568661,20.06128848,4.935582694,1.84436E+11,34430,6.2,0.648238645,5262000,0.67176533,4473752.4
DOM,1996,3755.2,0.532213739,160.9833762,762.3212736,17546.595,2.178410973,460.0264552,20.98275208,22.13277981,18131813001,2130,48.1,1.733915238,8054768,3.313076101,4729759.77
DZA,1996,1337.9,0.575184051,141.0442201,811.8241816,96566.778,3.354544218,582.8097806,7.180610734,6.309060269,46941496308,1540,55.5,1.735423665,28786855,3.083439821,16339418.9
ECA,1996,1581.905134,0.94011428,460.0327701,2805.544106,2929376.068,7.370451315,1214.570098,16.58975326,7.269836296,7.74351E+11,1904.462337,45.6905351,0.047730028,397448669.4,0.073298673,250308830.6
ECU,1996,1856.7,2.348318861,118.2337966,673.8863201,23890.505,2.062357768,361.8420222,26.7831162,24.93658666,21278200686,1730,39.4,1.73779156,11584074,2.599123327,6753515.142
EGY,1996,6499,0.940414985,164.0573389,593.4372222,102030.608,1.616441746,446.8697301,20.8538342,3.957726659,67629717780,1030,62.6,1.68825169,63120498,1.594750047,26990324.94
EMU,1996,5315.0555,1.331469453,145.9715217,3649.391833,2703605.76,8.678261758,347.1205977,17.67164107,13.07846916,7.37003E+12,23436.63922,7.03213658,0.279616871,311537706,0.438737132,222519422.5
ESP,1996,3307.4,1.546074933,117.2212095,2516.105491,254328.452,6.442258616,300.1342152,23.09267532,8.51897956,6.22429E+11,15300,7.9,0.231421535,39478150,0.336500504,29995498.37
ETH,1996,1214,0.258520591,542.0192684,287.119976,3729.339,0.063451782,119.7829867,3.72405132,17.71100541,8482883273,150,157,2.991471944,58774378,4.420067669,8287187.298
FIN,1996,3438,0.87210886,268.5337809,6069.706341,61385.58,11.97767415,529.9119833,18.66680976,8.80141416,1.28223E+11,24160,4.9,0.332258664,5125000,0.234491039,3143675
FRA,1996,7081,1.397013575,164.6057016,4189.925556,408126.099,6.839607206,268.7012758,22.10978418,11.92619714,1.57278E+12,26490,6.3,0.398801665,59670985,0.638833785,44800975.54
GBR,1996,7320.3,2.245963466,148.9844357,3878.057746,580680.451,9.982996375,383.5195809,26.09292906,23.61902252,1.21954E+12,20770,7.1,0.254626384,58166950,0.34447365,51815119.06
GHA,1996,1389.2,1.73271933,386.683919,384.0595405,5757.19,0.33031849,332.575642,13.89815223,13.99536109,6925530172,380,108.9,2.511644366,17429209,4.438105524,7125060.639
GRC,1996,3703.9,0.7595474,121.0227696,2185.462228,80395.308,7.507265664,415.72445,29.25704548,6.785995182,1.39293E+11,12810,9.6,0.702809389,10709000,0.837625767,6359004.2
GTM,1996,1784.1,0.487276941,146.9457384,541.2655472,6651.938,0.649195734,176.2472173,8.318166261,28.39600576,15781579950,1480,57.2,2.277788889,10246429,3.201582988,4457196.615
HND,1996,1579.6,2.253325796,176.9879112,496.8588154,3960.36,0.693995817,247.2108097,12.23927361,15.00966241,4034037162,660,44.9,2.331420088,5706605,3.319430948,2437861.656
HUN,1996,3999.5,7.282419381,232.0308294,2569.697741,62702.033,6.080941299,549.078528,18.14934346,5.064123756,45162689435,4240,13.4,-0.171771598,10311238,-0.355990267,6710553.69
IDN,1996,3944.8,2.724197983,240.8213661,692.8955486,253290.691,1.252320771,435.2540573,9.456389797,11.01685748,2.2737E+11,1080,63.9,1.422480117,202257039,4.9548562,74592395.98
IND,1996,2180.9,0.624718698,272.4414504,418.1036243,1002224.103,1.056352834,688.3324647,10.80245267,5.243680684,3.88344E+11,410,96.6,1.762873069,948758852.9,2.586539276,254457124.3
IRL,1996,7434,3.535033922,135.9260368,3131.302457,35008.849,9.624399383,417.7834889,26.23132308,0.907850617,74057237196,18200,7.3,0.794410172,3637510,1.204922402,2114848.314
IRN,1996,1845.9,0.023513784,219.9414833,1557.422488,286645.723,4.713351799,665.6264399,24.04427206,5.761729849,1.10573E+11,1550,49.5,1.557412447,60815686,3.076101449,37097568.46
ISR,1996,2797.4,1.325896954,132.4949462,2803.605235,54399.945,9.557263703,451.6645655,58.32382291,18.74274311,1.0537E+11,16130,8.3,2.616505777,5692000,2.726456476,5179720
ITA,1996,4948.6,0.281507836,109.485945,2796.033576,428294.599,7.532070158,294.9377383,18.24581976,8.135230146,1.2596E+12,20840,7,0.029373251,56862800,0.119019155,38075330.88
JOR,1996,1196,0.223927691,293.3877345,1018.745238,14187.623,3.280341129,944.7031661,22.6563423,9.411277281,6928490841,1560,32.8,3.052920503,4325045,3.078492681,3383050.199
JPN,1996,6154.7,0.00447258,142.7341401,4031.991388,1205782.94,9.587892431,339.4153037,46.93592449,15.14280448,4.64254E+12,41430,5.4,0.256369567,125761000,0.441955763,81392519.2
KAZ,1996,722.8,5.40518497,631.7146701,2900.11758,140691.789,9.031502376,1967.276287,7.153585598,2.519623562,21035357833,1340,48.9,-1.514558831,15577894.26,-1.371548439,8720505.205
KEN,1996,1402.3,0.902161732,341.1729475,454.4290272,9328.848,0.330908817,248.4373346,6.534181089,11.60702868,12045836992,340,116.3,2.754269558,28191597,3.488410244,5395871.666
KOR,1996,6486.4,0.417004691,206.8162476,3454.733048,401030.454,8.809016013,527.3483108,50.67427787,2.17919906,5.57644E+11,12070,6,0.953460179,45525000,1.31087695,35728020
LAC,1996,2572.471429,2.29408467,142.2395097,1111.20649,1173293.32,2.426225616,315.7769554,32.55545364,13.15638163,1.91138E+12,3723.448883,42.19735902,1.641069253,483587887.4,2.262209393,355730578.1
LIC,1996,1569.128607,0.836705956,355.0545434,316.6500679,351782.8279,0.600088495,804.6143279,9.002263792,9.912474274,1.56106E+11,255.6875082,149.3261795,2.437250036,586218251.1,3.789930911,136278626
LMC,1996,2170.81066,1.675834868,295.8794336,579.7506391,2424633.518,1.233332817,633.3088172,12.44724264,8.574944126,1.16653E+12,600.6478612,99.3756232,1.83468792,1965919892,3.010148111,664427981.4
LMY,1996,2485.200751,2.213646793,293.1435514,901.5312891,10886504.42,2.297133216,771.2122238,14.37540555,9.971042212,5.41192E+12,1097.08477,89.18833273,1.568203254,4739169824,2.800100267,1846815397
MAR,1996,1687.9,0.208555854,114.9842798,332.1219658,31195.169,1.141690551,395.2658336,18.93861306,1.544927677,36638763639,1270,66,1.456422107,27323664,2.073469958,14213770.01
MEX,1996,2553,2.759192606,139.079693,1415.434721,354877.592,3.780990237,371.517636,34.18981703,4.32976557,3.32909E+11,3610,36.4,1.703812174,93858373,2.057409714,69136077.55
MIC,1996,2617.275889,2.249056379,291.8606812,964.1336352,10535179.71,2.536793295,770.0828173,15.0408425,9.981958755,5.25469E+12,1215.581022,75.34484474,1.446717399,4152951573,2.722051744,1710536771
MNA,1996,1981.092933,0.400417026,181.6058111,936.2283894,739326.5372,2.878213168,610.0298349,20.26078032,3.544361999,3.63141E+11,1436.651835,57.61165603,2.03113697,256869972.5,2.691335943,138619071.8
MOZ,1996,822.3,2.280843316,927.5930424,390.0320315,1041.428,0.063451824,150.9041972,5.808025435,14.82181517,3178648857,160,191,2.964638601,16412893,6.342070312,4447894.003
MYS,1996,3199.9,5.035523125,182.3980901,1786.308693,125374.73,5.900792023,602.5236286,8.123870258,17.75813955,1.00852E+11,4450,13,2.508200031,21247102,4.745112048,12102349.3
NGA,1996,1220.3,4.514157485,507.9505869,735.1704615,40421.341,0.358923362,247.9905571,13.0699826,12.78301235,35299150000,250,204,2.339039383,112618306,4.173018447,44619372.84
NLD,1996,8292.8,3.972523809,161.3813437,4732.306954,186356.94,12.00985629,409.560657,12.72461816,11.78023885,4.1798E+11,27370,6.7,0.368015371,15517000,1.460922447,11420512
NZL,1996,5871.7,3.394253195,198.2311606,4172.066988,29702.7,7.95892283,378.1594384,26.71406752,25.34875189,68870620813,16380,8.4,1.582661927,3732000,1.67640461,3186381.6
PAK,1996,2048,1.456054495,235.556256,429.1771317,94447.252,0.722420057,396.5042664,16.0514773,10.2937887,63320170084,480,111.2,2.627662186,130737306,3.504311507,41940527.76
PAN,1996,1800.4,4.457150213,105.2869595,759.5823433,4880.777,1.786706676,247.6583546,35.72493051,17.64399002,9322100000,3100,28.4,2.026122796,2731717,3.941004679,1670718.117
PER,1996,2628.3,6.212224773,86.93720352,465.9934559,24363.548,1.004737456,187.4469771,27.70825667,5.030639496,55876101187,2200,54.9,1.753557935,24248671,1.867291243,17066214.65
PHL,1996,2339.6,1.831059821,190.0828862,497.1999643,65642.967,0.926749286,354.3024773,14.92012746,9.541979313,82848194395,1170,46.1,2.250175523,70831419,3.903105718,38886449.03
POL,1996,2901,2.870745756,280.4708562,2679.453467,358823.284,9.291607126,972.5957321,4.284509814,20.77943308,1.56684E+11,3620,12.9,0.078750763,38618000,0.143770276,23765517.2
PRT,1996,2498.1,1.113295226,110.1728019,1993.507111,50886.959,5.060861164,279.6926337,38.09066136,5.919497249,1.20986E+11,11880,9.3,0.278856851,10055000,1.562172167,5204468
PRY,1996,1989.6,1.708520307,195.4100744,818.7456041,3751.341,0.764776001,182.5291451,27.08773432,3.774584256,8744408796,1710,41.1,2.263584719,4905150,3.484507936,2586976.11
ROM,1996,2430.2,0.744332368,278.5764054,2098.856378,127835.287,5.654427061,750.4991678,8.865131812,4.640160957,35333677695,1590,31.2,-0.322374345,22608000,-0.507731231,12185712
RUS,1996,1389.4,0.658376093,561.992535,4264.848347,1668958.043,11.29666536,1488.597269,16.85219407,8.880253699,3.91721E+11,2610,25.7,-0.27173195,147739000,-0.27173195,108440426
SAS,1996,2189.663645,0.686602934,259.1754345,389.04115,1131962.563,0.895675332,603.5112278,11.26271321,5.948148013,5.14944E+11,409.8550206,100.5150472,1.913425419,1263809019,2.870089128,333211076.5
SAU,1996,3429.4,-0.714748521,250.889078,4954.286029,258516.166,13.76076545,696.8563656,38.02989141,31.29445758,1.57743E+11,8250,31.6,1.580694611,18786467,1.859847184,14826279.76
SDN,1996,606.9,0.004435418,331.1714105,396.7854617,4268.388,0.138005536,115.1843818,10.99288124,4.894867792,9018315171,380,117.6,2.580646642,30929107,5.601644157,9977729.918
SEN,1996,758.4,0.172182346,157.8885762,222.287814,3740.34,0.435335255,309.2138176,20.38308115,24.07386911,5065832119,560,133.4,2.626602078,8591861,3.027806227,3433307.656
SLV,1996,2119.3,-0.04650515,119.0532508,554.2772623,4895.445,0.845295173,181.5610076,19.64301224,0.644408985,10315542857,1690,44.9,1.006567916,5791403,2.623061601,3178321.966
SSA,1996,1132.975683,1.218963417,384.466639,672.4324941,506057.1898,0.841891404,547.1300182,11.95571986,11.20234467,3.40182E+11,547.6315556,166.5063829,2.640729808,601095566,4.145670833,185610722.4
SWE,1996,4893.6,1.986529718,233.0184454,5823.672622,60549.504,6.847167703,273.9708217,13.06260319,7.949803943,2.76456E+11,28970,4.6,0.135792702,8843000,0.183514019,7413971.2
SYR,1996,1853,0.645415766,226.6093164,887.2720781,51022.638,3.514235811,897.5359356,31.25246964,0.254018802,13789560878,870,27,2.453671655,14518843,3.021069355,7317496.872
TGO,1996,811.3,1.181188694,478.3189858,417.268787,1059.763,0.251800659,288.641373,19.8478974,11.25663411,1465311925,320,132.3,2.972067859,4208738,4.940517937,1425078.687
THA,1996,2525.6,1.28379658,192.5597719,1148.79135,202711.76,3.36405755,563.8814693,10.2068563,16.84127845,1.81948E+11,2940,19.7,1.014043835,60258113,1.54070733,18354621.22
TUR,1996,2105.7,0.397849726,121.5609612,1118.913219,192499.165,3.217866935,349.5954742,26.08220511,1.888377457,1.81476E+11,2900,58.8,1.61323948,59821978,2.447112176,37460522.62
TZA,1996,1587.4,2.310078752,459.0762809,362.4736321,3461.648,0.112452671,142.4223706,5.683806614,26.85169377,6496158707,190,151.8,2.764760426,30783155,4.505616769,6421366.133
UKR,1996,2010.1,1.169260492,830.957317,2941.64246,412335.815,8.075959982,2281.303092,12.3114083,3.277431737,44558077827,860,19.3,-0.887422999,51057188.98,-0.857576707,34218528.06
UMC,1996,2978.720916,2.412023627,290.3255917,1305.792889,8110512.55,3.708456819,823.4370812,17.33870071,10.53558404,4.08828E+12,1768.822739,40.19167269,1.100485582,2187031681,2.539904861,1046108789
URY,1996,3290.7,0.666814008,97.52844652,876.2723111,5441.828,1.681887062,187.1927599,49.19631877,0.25093419,20515465834,6190,19.7,0.376160655,3235549,0.552800136,2933348.723
USA,1996,5177.4,1.116228664,225.5353039,7844.014629,5343512.063,19.83530466,570.3152883,42.33452156,14.80292411,7.7511E+12,29290,9.2,1.163411547,269394000,1.628048491,209211380.4
UZB,1996,2029.6,0.645212527,1301.825581,1898.631346,103189.38,4.443030355,3046.431625,9.115814855,2.255433961,13948892216,600,68.4,1.912685998,23225000,1.338121869,8867305
VEN,1996,3031.9,3.198132332,247.2307561,2456.171185,122752.825,5.455196205,549.1035359,32.51923385,53.74143215,68258588863,2980,27.8,2.060910297,22502000,2.726890483,19662247.6
VNM,1996,3666.2,9.713080733,331.7116469,439.2957446,34378.125,0.469924491,354.8393735,9.40811573,5.457058885,24657470332,310,41,1.600009883,73156700,3.474228064,16548045.54
WLD,1996,2939.863785,1.306563364,221.4341164,1646.289209,23903936,4.148241174,575.7360585,17.64050837,10.55318476,3.02803E+13,5305.82398,81.72277738,1.406415282,5762426772,2.26493857,2592575406
YEM,1996,937,-1.037313265,114.720749,222.0952347,14935.691,0.95069958,491.0729759,6.958429775,0.520667989,5793813888,280,110.4,3.64310185,15710211,5.722178817,3817581.273
ZAF,1996,2495.8,0.567994086,360.3370256,2753.352001,358639.934,8.965942996,1173.392007,29.0586881,6.812043936,1.43732E+11,3760,63.7,2.225178277,40000246.95,3.102056384,21992135.78
ZAR,1996,780.8,0.429527745,864.3155321,297.779918,3248.962,0.071728871,208.1952925,14.19881767,9.986139008,5771454884,120,181.4,2.747793555,45295039,3.728880611,12990617.19
ZMB,1996,1911.7,3.580707158,590.9978175,630.6942281,1870.17,0.204124,191.2762681,10.19043911,35.98057726,3270303737,370,173.8,2.682200614,9161931,1.434557634,3356931.518
AGO,1997,567.3,5.363359887,210.613713,531.7361615,7381.671,0.577043014,228.5591626,16.816488,12.39982594,7675412589,470,212.4,2.68990281,12792237,4.887793482,5884429.02
