country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
DNK,2000,6216,22.49669143,110.2501454,3491.184192,47252.962,8.853272714,279.5826718,20.18103012,4.950462544,1.60083E+11,31850,5.6,0.342782845,5337344,0.365701208,4542079.744
DOM,2000,4138.7,3.970969843,157.015096,908.3435725,20117.162,2.341391907,404.729979,21.10118672,22.13277981,23996656676,2620,40.6,1.569556819,8591967,3.054892489,5361387.408
DZA,2000,883.2,0.799415092,145.5168344,884.947275,87930.993,2.879789454,473.5399011,7.383136087,6.317288358,54790058957,1600,48.9,1.434287016,30533827,2.713335082,18259228.55
ECA,2000,1741.559142,1.38571835,398.2974024,2692.423772,2696711.293,6.768590049,1005.50272,17.14018633,7.409488331,7.09911E+11,1780.612569,37.90364301,0.147118175,398415515.4,0.22328085,251502252
ECU,2000,2234.7,-0.147032332,118.8791475,650.733255,20942.237,1.696411339,309.9087564,27.82192467,25.09484806,15941641913,1330,32.7,1.607296304,12345023,2.439940581,7444048.869
EGY,2000,7280,1.236997243,161.2449091,667.767875,141326.18,2.089127611,504.458517,20.34329878,4.286888805,99838540997,1440,46.5,1.776681565,67648419,1.682828907,28818226.49
EMU,2000,5492.549535,11.59729722,133.6121849,3731.914056,2612638.491,8.293707126,296.9361868,17.75685606,14.27239391,6.26201E+12,21735.38183,5.928588878,0.387931641,315014558.8,0.557037856,226460496.1
ESP,2000,3609.7,6.687952136,120.5301808,3028.782312,294441.765,7.312925078,291.0173433,23.77867631,8.550722501,5.80673E+11,15420,6.6,0.843930998,40263200,0.945294094,30720821.6
ETH,2000,1116.3,1.646059588,539.0217693,284.2286632,5830.53,0.088909987,168.6121949,3.623460203,17.71107572,8179533779,130,140.7,2.640763002,65577897,3.992134919,9771106.653
FIN,2000,3498.6,7.497361198,228.0670819,6230.896884,52141.073,10.07323835,368.706804,19.6902449,8.937630999,1.21715E+11,25420,4.3,0.207916578,5176197.681,0.109765103,3162656.783
FRA,2000,7239.6,3.195231427,146.5797051,4145.13501,365559.563,6.016236237,212.7453344,22.1648424,13.72792637,1.32633E+12,24350,5.4,0.677696633,60762169,0.915446052,46057724.1
GBR,2000,7164.7,8.267355808,127.9398776,3785.476843,543662.086,9.231429414,311.9997818,26.18872069,23.99515501,1.47758E+12,25910,6.6,0.357300887,58892514,0.446826408,52649907.52
GHA,2000,1309.1,3.333005999,378.5462802,403.8306352,6299.906,0.328710928,308.1299143,14.92628156,13.99537825,4977488790,340,99.1,2.374980448,19165490,4.163608732,8432815.6
GRC,2000,3899.7,0.862865945,121.0080742,2480.99974,91616.328,8.391708638,409.2964967,29.12241119,7.294691675,1.25558E+11,12560,7.7,0.317008178,10917482,0.450435108,6517736.754
GTM,2000,1772.8,1.191774224,159.3759286,631.1013846,9915.568,0.882395557,222.8367973,8.076228913,29.03061655,19290566570,1730,48.5,2.366344174,11237101,3.257218663,5067932.551
HND,2000,1367.5,5.371288935,166.492198,480.8098099,5031.124,0.809102899,280.171738,12.74568598,18.16776388,7105541205,940,37.4,2.079758493,6218151,3.030206924,2760859.044
HUN,2000,3632.6,5.785638271,180.2445095,2448.292038,57256.538,5.607354873,412.816328,17.50320317,5.106726537,47885455754,4700,11,-0.259764892,10210971,-0.445351104,6596287.266
IDN,2000,4026.3,-2.757439335,278.1478559,729.5918561,258120.13,1.209586133,461.1397272,9.24049721,13.51760377,1.65021E+11,560,54,1.313506794,213395411,4.408531398,89626072.62
IND,2000,2294.1,0.778869461,254.3787846,450.0480893,1186663.202,1.168064117,660.2199577,11.39376085,5.333433928,4.60182E+11,450,85.5,1.678203282,1015923000,2.475597866,281410671
IRL,2000,7841.5,26.35636055,111.1782862,3600.089773,40949.389,10.76150236,332.3376542,25.97881201,0.951738294,96754681824,23200,7,1.341967292,3805174,1.739960827,2248857.834
IRN,2000,1833.3,0.038504632,263.6520777,1978.10644,339241.504,5.191757948,691.9838803,23.73760411,5.879025991,1.01287E+11,1630,43.9,1.641769419,65342319,2.895704345,41949768.8
ISR,2000,2443.2,6.450942071,125.221446,2901.714422,62691.032,9.968362538,430.1776777,57.88214343,18.74281488,1.24749E+11,17840,6.9,2.642331746,6289000,2.751800999,5748146
ITA,2000,4993.9,1.200753978,108.6788127,3011.875533,446156.556,7.83437268,282.6910713,18.07914681,9.440016629,1.09734E+12,20890,5.6,0.047510257,56948600,0.136835855,38269459.2
JOR,2000,1726.2,10.79004803,282.046867,1012.69432,15507.743,3.232463366,900.2777513,20.98697238,9.411697594,8463892909,1790,29.4,2.469000707,4797500,2.494546754,3756442.5
JPN,2000,6256.9,0.176267612,142.9561446,4090.376456,1219592.862,9.612933412,335.966118,47.28858517,15.75647345,4.66745E+12,34620,4.5,0.17355637,126870000,0.357775029,82719240
KAZ,2000,942.7,7.011398736,442.2442203,2390.669585,127769.281,8.584553321,1588.035884,7.789922966,2.520934533,18291990619,1260,43.9,-0.300548838,14883626,-0.158351872,8379481.438
KEN,2000,1374.9,0.873864259,348.4759278,447.1924141,10417.947,0.333334826,259.7520872,7.135407739,11.6095876,12691278914,420,111.1,2.565274051,31253701,3.278471165,6156979.097
KOR,2000,6435.7,1.740472065,213.6053389,4000.918801,432460.311,9.199717303,491.1643626,49.31865427,2.258793347,5.33384E+11,9910,5.8,0.835251852,47008000,1.187630772,37418368
LAC,2000,2864.066856,3.843020968,138.0253818,1139.254099,1293515.915,2.5153367,309.5441347,33.05322583,16.14369547,2.05402E+12,3817.103554,34.5282754,1.477526257,514251597,2.084585072,387514996.9
LIC,2000,1735.084305,1.510262037,345.0337029,320.8625155,179033.941,0.278128464,349.8851659,9.480280943,10.06533182,1.64799E+11,264.6420585,136.5074316,2.31336256,643709522.5,3.573428213,157278186.1
LMC,2000,2272.640702,0.944043787,282.3079984,594.6805688,2685574.879,1.273541386,605.0863438,12.88561039,9.318833097,1.25873E+12,575.2976241,89.85048869,1.729121322,2108745667,2.875052604,745760529.1
LMY,2000,2580.443929,2.555209959,262.7350766,894.7743207,10946584.61,2.176170221,660.2122425,15.32114265,10.89697818,5.87212E+12,1131.861581,81.49534384,1.45230802,5030206052,2.638034748,2054596345
MAR,2000,366.6,0.596261719,120.6769393,355.5832002,33905.082,1.177536349,399.6293484,18.82373694,1.544905091,37020609825,1310,55.3,1.218870162,28793236,1.821054894,15346794.79
MEX,2000,2761.3,3.114715571,122.4883658,1451.820252,383021.817,3.831766434,323.2816237,34.79675298,7.731770771,5.81426E+11,5010,29.1,1.457052104,99959594,1.805718141,74669816.72
MIC,2000,2711.257257,2.58109398,261.0599944,958.0373722,10767846.92,2.454771558,670.0435685,16.06946413,11.05207015,5.70546E+12,1259.05118,67.92772072,1.327167962,4386496530,2.561253065,1897318159
MNA,2000,1770.484701,0.98489085,205.328817,1064.756609,854818.037,3.081382983,597.7448157,20.1450074,3.608184521,4.31289E+11,1634.907579,49.22065078,1.906444534,277413759.3,2.537738046,153562346
MOZ,2000,868,3.276259443,778.6468717,394.0889273,1349.456,0.074143262,146.4933794,6.020387397,14.82176494,4248747769,230,176.7,2.586161614,18200656,5.561587722,5587601.392
MYS,2000,3039.5,4.038428573,197.7576657,2018.844874,126603.175,5.406947129,529.6421022,8.271819463,17.86284407,93789738019,3420,10.6,2.364760914,23414909,4.417953457,14517243.58
NGA,2000,1171.4,2.479444089,494.2260027,726.1428901,79181.531,0.640168714,435.7104212,13.59405855,12.84487109,45983600313,270,186,2.375939495,123688536,4.084571475,52567627.8
NLD,2000,7905.5,16.3913168,136.4713711,4597.82834,165363.365,10.38355028,308.2014462,12.5303907,11.82686999,3.85075E+11,26580,6.2,0.759092346,15925513,1.806736864,12230793.98
NZL,2000,6277.7,7.442956664,193.8560624,4359.974338,32698.639,8.47598087,376.8646668,27.55210223,25.59717809,51599748518,13630,7.4,0.590156271,3857800,0.68354876,3306134.6
PAK,2000,2407.8,0.416484258,238.2058168,439.5507854,106449.343,0.736560535,399.1643506,16.54091712,10.29379876,73952374970,470,100.5,2.282334206,144522192,3.129284217,47981367.74
PAN,2000,2042.5,5.368960028,104.898961,853.031975,5790.193,1.958709811,240.8662632,36.27599094,17.64419117,11620500000,3730,25.7,1.929441547,2956126,3.708083959,1945130.908
PER,2000,3084,1.519404822,85.25556352,472.574449,30296.754,1.171482731,211.3432509,28.20192123,7.732703455,53290390318,2060,40.6,1.49323591,25861887,1.60645415,18284354.11
PHL,2000,2580.8,2.76453466,193.8420281,522.8769926,79111.858,1.023307383,379.362606,14.37167511,10.74429462,81026294681,1050,40.4,2.144653783,77309965,3.695072436,45226329.53
POL,2000,2534.7,5.454934457,197.1758673,2317.483907,301691.424,7.845564323,667.5152933,4.332952434,21.82722823,1.71276E+11,4590,9.6,-0.529621867,38453757,-0.464882844,23725968.07
PRT,2000,2780.6,5.710076753,114.3382644,2412.804782,62966.057,6.157546141,291.7944891,38.39668463,5.919456403,1.17014E+11,12070,7.2,0.507883058,10225836,1.728856325,5562854.784
PRY,2000,1844.5,1.47215507,189.9263931,720.5453165,3689.002,0.690366815,181.9717318,28.20043046,4.368262418,7071265939,1350,35.3,2.078592365,5343539,3.242665168,2954977.067
ROM,2000,1860.3,2.798721227,235.5757007,1612.398565,89984.513,4.00946901,585.7940411,8.685772847,4.703322432,37052636395,1690,26.8,-0.066786938,22443000,-0.25352836,12007005
RUS,2000,1563.3,1.045106355,491.457341,4232.75414,1553451.21,10.61804071,1232.841285,17.34863878,9.013216417,2.59708E+11,1710,22.7,-0.004100994,146303000,-0.004100994,107386402
SAS,2000,2375.826927,0.723423522,244.9252927,416.8792623,1336053.115,0.982407548,584.2079362,11.89215437,6.10950037,6.08203E+11,442.8875087,88.7745958,1.797338241,1359978471,2.717318692,371936785.7
SAU,2000,3516.3,-0.998221212,248.742565,5054.7973,297749.399,14.85384382,730.9458703,40.10113405,31.29439306,1.88442E+11,8390,25.8,2.353988454,20045276,2.630058399,15996130.25
SDN,2000,505.1,3.171563624,283.2745958,395.7069509,5533.503,0.161856408,115.8680896,11.55235552,4.894855846,12366140066,320,113.5,2.424901305,34187729,5.120179563,12341770.17
SEN,2000,879.3,1.341427812,165.3920533,252.2475079,3938.358,0.41430835,271.651083,21.33997948,24.07388308,4691828357,530,118.8,2.565023034,9505862,2.95989028,3859379.972
SLV,2000,2155.2,1.320222698,128.6239142,667.2738184,5742.522,0.966704908,186.3423466,21.00957779,0.648105654,13134147768,2110,34,0.492955459,5940305,2.011273101,3469138.12
SSA,2000,1130.472563,1.937511988,372.0432498,660.6718545,553951.4856,0.831310396,529.8412932,12.48155207,11.28007528,3.42127E+11,491.3931874,154.7985082,2.60282311,666359387,4.019668687,217539632.7
SWE,2000,4560.2,9.658416,183.9099061,5362.024129,49794.193,5.614408953,192.5663515,13.59474574,10.95378354,2.4726E+11,29500,4.1,0.130878249,8869000,0.178508646,7449960
SYR,2000,1148.6,1.397089248,261.5614962,997.5780769,63589.447,3.977190592,1042.805516,32.03962289,0.319915785,19325894913,990,23,2.669398689,15988534,3.217483888,8250083.544
TGO,2000,1058.3,3.154090198,505.9620788,440.3325834,1356.79,0.283047641,325.2345575,21.28395011,11.25667356,1329110396,300,123.7,3.023231101,4793504,4.847998349,1749628.96
THA,2000,2719.1,2.742701804,208.4665227,1145.90884,201549.321,3.191342387,580.5767677,10.02546606,19.42257847,1.22725E+11,1930,17.7,1.188877011,63155029,1.704674415,19641214.02
TUR,2000,2311,0.36838695,122.0964252,1199.917938,216147.648,3.397059735,345.6643463,27.16875352,1.888381701,2.66568E+11,4170,42.7,1.480778262,63627862,2.287734844,41167226.71
TZA,2000,1441.4,4.549493871,466.4113063,393.3803592,2651.241,0.077890254,92.35055637,6.216184829,26.91605791,10185767294,300,130.2,2.501357964,34038161,4.128880326,7590509.903
UKR,2000,1950.7,1.90329792,736.0312519,2720.694089,320774.492,6.523008903,1764.674106,12.61536973,3.501372212,31261527363,700,17.6,-1.006597042,49175847.64,-0.97678634,32996993.77
UMC,2000,3102.728673,3.045512283,252.9912221,1290.676238,8082046.603,3.548257509,695.020513,18.98374781,11.733923,4.44674E+12,1891.330815,33.63095112,0.957860154,2277750863,2.359052575,1151557630
URY,2000,3905.4,1.176821582,97.48121246,936.6955263,5306.149,1.607511146,167.2924992,48.63033039,0.250941702,22823255806,7100,17.1,0.365067434,3300847.408,0.54046761,3013673.683
USA,2000,5854.2,3.245585323,203.5631049,8056.545961,5512399.415,19.53560033,493.6020321,43.14846441,14.80931401,9.8988E+12,34890,8.5,1.116167336,282172000,1.572326262,223198052
UZB,2000,2435.9,0.542863133,1261.054646,2058.459189,119951.237,4.866175943,2981.119964,8.659643002,2.255443988,13760374488,630,62.9,1.019376819,24650000,0.43129707,9194450
VEN,2000,3243.6,4.012885809,242.6740561,2321.049114,152415.188,6.269391962,655.4875414,32.18450496,53.74635537,1.17148E+11,4100,24.8,1.843217114,24311000,2.491916402,21806967
VNM,2000,4112.3,4.163924231,297.7864552,475.6273468,53582.204,0.690217478,432.1396098,9.880713736,5.95422475,31172517272,390,35,1.341154893,77630900,3.084661075,18864308.7
WLD,2000,3063.92617,5.036860071,202.5177018,1648.950719,24688032,4.060696856,514.6627649,18.43395668,11.38255467,3.22127E+13,5297.319319,74.73097284,1.311380481,6079752534,2.168074996,2828216022
YEM,2000,1084.9,0.067780854,126.4229154,267.4666959,14638.664,0.825961201,390.4053278,7.70018438,0.520660875,9441473355,410,99.5,2.947062672,17723186,4.866507398,4661197.918
ZAF,2000,2755.3,0.72911537,340.2479868,2599.833818,368610.507,8.377511523,1096.389858,29.73148409,6.857030989,1.32878E+11,3050,77.9,2.477053273,44000000,3.324216829,25036000
ZAR,2000,786.6,1.672164226,1291.638849,336.1108044,1646.483,0.033177696,127.4984354,15.17291471,9.986156152,4305797176,90,181.4,2.440198276,49626200,3.384237654,14788607.6
ZMB,2000,1682.2,3.753262726,595.2470484,612.382692,1818.832,0.17828956,173.3006757,10.52092807,35.9806386,3237716325,310,157.3,2.545936998,10201562,1.232757979,3550143.576
AGO,2001,623.7,24.00922591,206.2842443,542.4698803,9732.218,0.676400678,257.213917,19.1613167,12.39982661,8936023212,460,195.1,3.262710367,14388244,5.282981099,7194122
ARE,2001,3533.3,1.723781313,254.0423428,11857.98745,101333.878,32.17520512,689.3129648,30.73654364,5.32841058,68676925039,21740,11.7,3.751055773,3149440,3.725345527,2449634.432
ARG,2001,3206.4,0.806164239,159.3288215,1550.461507,140471.769,3.765785539,386.9803726,38.90298609,5.425434956,2.68697E+11,6990,19,1.00066271,37302116,1.288815408,33706192.02
ARM,2001,1902.6,3.298067417,258.3229315,651.6362723,3542.322,1.155427766,458.0369454,36.04851573,6.930767279,2118467913,710,31.8,-0.335010216,3065810,-0.642702766,1989710.69
AUS,2001,2219.3,2.171472724,183.76312,5502.984031,324859.53,16.73412301,558.8085733,60.42496265,8.880519228,3.80428E+11,20250,6.1,1.348358342,19413000,1.577453517,16966962
AUT,2001,5859.9,3.105819938,118.5290453,3761.806561,63637.118,7.912096764,249.2986442,19.32574882,22.90212391,1.90155E+11,24210,5.4,0.392621746,8043015.638,0.60439293,5303564.511
BGD,2001,3311,0.167122037,152.7999244,153.2171264,32449.283,0.245931148,245.2614906,11.76408044,1.641262163,46987842847,380,80.6,1.79888406,131944584,3.562894522,31693089.08
BGR,2001,2899.6,5.861746435,321.5220825,2464.205815,46453.556,5.872763085,766.2602714,14.16448799,4.594094469,13868600612,1760,19.8,-1.878577355,7910000,-1.501929194,5470556
BLR,2001,2002.7,0.775405865,400.9184074,2484.799681,52595.781,5.275266714,851.1557476,17.20064462,7.267988576,12354820144,1300,12.8,-0.34783004,9970260.055,0.308097001,7015074.975
BOL,2001,1784.9,8.668609634,97.67742036,347.1987773,8830.136,1.041693893,293.059708,29.72547483,17.8632894,8141513227,960,78.8,2.01938981,8476709,2.793088061,5279294.365
BRA,2001,3149.6,4.056733444,136.1429929,1075.757989,339894.23,1.921640296,243.1939747,37.38397504,19.59668233,5.53582E+11,3290,33.6,1.395827045,176877135,2.13202669,144685496.4
CAN,2001,2446.8,3.873366666,243.9290409,7974.979522,527131.25,16.95942816,518.7345038,42.15751289,7.956575595,7.15424E+11,22420,6.2,1.009521666,31081900,1.160351257,24747408.78
CHE,2001,6160.8,3.683441428,105.2378952,3671.949948,42999.242,5.947494343,170.4548796,15.00439575,22.82901181,2.5499E+11,37790,5.6,0.632521478,7229807.969,0.632521518,5299449.241
CHL,2001,4935.6,6.124934516,145.1706449,1552.610836,54018.577,3.461797273,323.6814603,34.21789646,16.49547887,68568293067,4600,10.4,1.188641387,15604200,1.583669204,13457062.08
CHN,2001,4802.2,3.339435242,299.2050694,858.1086685,3487566.356,2.742120813,956.1218506,14.23849786,16.27878899,1.3248E+12,1000,31.2,0.726380638,1271850000,3.263747872,467023320
CIV,2001,1719.9,2.585806226,215.9839592,383.7937131,7726.369,0.457374723,257.3924487,18.53724152,22.59252354,10545263560,610,145.4,1.859444107,16892864,3.365290494,7459888.742
CMR,2001,1709.1,0.76352769,210.2308982,398.0205536,3421.311,0.213302188,112.6643089,17.10065446,9.15024673,9598224206,620,146.6,2.279359238,16039737,4.027516589,8144978.449
COG,2001,777.3,2.763028622,91.52767202,289.2547606,861.745,0.268178183,84.85849878,31.76832134,9.369205003,2794254065,630,103,2.443206795,3213330,3.092892786,1885582.044
COL,2001,3548.3,2.574237888,99.39911649,658.0546272,56273.782,1.39213673,210.2821791,34.08374776,20.4019269,98745443240,2330,25.9,1.642280531,40422597,2.057506041,29265960.23
CRI,2001,3549.6,2.806566446,92.07938385,741.4858956,5760.857,1.439154313,178.7174148,26.71627346,20.77339596,16403603009,3870,12.3,2.114814179,4002946,3.025905347,2383354.048
CZE,2001,4511.2,9.121111437,236.5995396,4113.015454,124406.642,12.16809879,699.9649293,11.43084898,15.1247507,61842323433,5760,6.3,-0.481039863,10224000,-0.616266419,7555536
DEU,2001,7051.9,1.384008456,136.6508458,4219.18724,855756.789,10.39384923,336.6355196,7.686260673,38.95584803,1.89097E+12,24020,5.2,0.149505011,82333000,0.231550697,60234822.8
DNK,2001,6126.5,5.786781474,112.8228171,3585.916331,49035.124,9.156745686,288.096472,20.20620786,4.951336645,1.60476E+11,30640,5.5,0.332337582,5355082,0.519624137,4565742.913
DOM,2001,4304.7,4.334621459,156.4537112,907.2905952,20234.506,2.318807287,399.85646,21.14374137,22.13277981,24894907435,2640,38.9,1.550871491,8726256,2.951276299,5521974.797
DZA,2001,1106.9,2.167413074,142.2103754,874.4834052,84293.329,2.720700625,442.4461974,7.435553185,6.317288358,55180990396,1680,47.2,1.457814689,30982214,2.621585097,18744239.47
ECA,2001,2111.085059,1.994554596,387.4344396,2703.048633,2697657.055,6.769753651,974.4806756,17.29492294,7.414214379,7.08077E+11,1707.187587,35.89324235,0.017876643,398486738.7,0.100469279,251754934.5
ECU,2001,1899.4,2.534440247,123.6382586,701.1447386,23446.798,1.867967715,329.3931518,28.06714385,25.09484806,21250000896,1380,31.1,1.66298976,12552036,2.751570524,7651721.146
EGY,2001,7099.3,0.522267246,160.1906587,674.4949544,125451.737,1.821096254,432.5052494,20.19625702,4.286888805,97632008051,1460,43.1,1.815847786,68888032,1.815847786,29346301.63
EMU,2001,5356.723492,5.737422925,134.4399321,3811.292822,2677408.712,8.461025434,298.4550749,17.77437689,14.66087199,6.3498E+12,20766.70152,5.684548702,0.452568527,316440215.6,0.668923287,227975343
ESP,2001,2809.6,4.623750437,119.2254072,3070.419507,297833.74,7.314107285,284.0092103,23.80093786,8.55103406,6.09108E+11,15070,6.4,1.135652407,40720450,1.234046636,31102279.71
ETH,2001,1197.9,4.277359762,516.7440659,287.5342676,4308.725,0.064019111,115.0523581,3.603700663,17.71107572,8168590427,130,136.3,2.597697025,67303731,4.195600531,10189784.87
FIN,2001,3164.3,3.002073061,228.3421594,6366.509871,56424.129,10.87590187,390.0766618,19.88511782,8.954175502,1.24562E+11,24790,4.2,0.227663361,5187995.412,0.652292463,3183353.985
FRA,2001,6739.1,3.761700483,148.7691948,4253.512436,385808.737,6.303891694,220.4824613,22.15948629,14.05417524,1.3383E+12,23120,5.2,0.720719985,61201676,0.957905496,46501033.42
GBR,2001,6291.7,3.660512305,125.3337204,3785.789867,550552.379,9.314352568,308.3643049,26.19931901,24.26293533,1.47089E+12,25860,6.5,0.365161651,59107960,0.432253233,52877981.02
GHA,2001,1186,1.681999196,384.4854657,416.4310129,6919.629,0.352462082,325.4237644,15.19210341,13.99537825,5309158304,300,96.5,2.40631203,19632265,4.118836983,8787401.814
GRC,2001,3846.1,1.209632286,120.0676684,2557.434152,93805.527,8.566748436,402.1958922,29.14257106,9.219216507,1.31032E+11,12410,7.2,0.297229219,10949957,0.531248493,6552454.269
GTM,2001,1825.4,2.43561265,159.0187035,628.9525154,10626.966,0.923069667,233.3806417,8.007453027,29.10277981,18702816768,1660,46.5,2.422440857,11512637,3.349395188,5240552.362
HND,2001,1446.5,4.020919368,174.7998588,507.9994996,5713.186,0.90010102,309.7198546,12.88668581,18.16776388,7566501476,1020,35.9,2.055251862,6347272,2.996751756,2844847.31
HUN,2001,4884.8,7.414676565,177.2470505,2512.043198,57021.85,5.597195054,394.9320279,17.26720861,5.106726537,53190345128,4850,10.4,-0.229379169,10187576,0.295556405,6615811.854
IDN,2001,4044.9,-1.855686195,275.8007436,740.0554651,289065.943,1.337008625,498.270725,9.199848796,13.51814929,1.60447E+11,660,51.7,1.307325474,216203499,4.170698754,93443152.27
IND,2001,2423,1.145120901,245.6207052,449.8942038,1203843.097,1.16597974,636.5691392,11.56046751,5.334658104,4.77849E+11,460,82.9,1.615974921,1032473426,2.335402484,288060085.9
IRL,2001,7628.1,9.132381333,111.0162253,3739.786661,43780.313,11.32373547,336.1470805,25.79535223,0.951738294,1.04819E+11,23060,6.7,1.604893758,3866243,2.064805983,2295775.093
IRN,2001,1931,0.939440537,271.3423067,2079.600636,357085.126,5.38479858,702.5982019,23.74151932,6.87359333,1.15438E+11,1670,41.1,1.475439879,66313553,2.313043659,42931394.21
ISR,2001,2439.7,1.439388737,131.5017733,2974.995341,65749.31,10.21110576,451.3548295,57.95791272,18.74281488,1.23059E+11,18030,6.6,2.357117151,6439000,2.400871402,5887821.6
ITA,2001,4821.4,1.331167195,107.1240633,3021.063974,447054.971,7.845726202,278.2020102,18.0345503,9.58594035,1.11736E+12,20190,5.3,0.056350738,56980700,0.175327552,38336614.96
JOR,2001,1373.5,3.046935046,265.2549603,978.1218099,16002.788,3.254252771,882.5145098,20.61401118,9.411697594,8980439920,1840,28.4,2.470532238,4917500,2.470532238,3850402.5
JPN,2001,6107.2,0.151165786,140.4467948,4017.152624,1202266.287,9.455570134,330.5835359,47.42225578,15.81086538,4.09548E+12,35120,4.3,0.219668696,127149000,0.464766858,83104586.4
KAZ,2001,1216.5,12.79753705,377.3414654,2319.136902,147908.445,9.954577347,1619.686531,7.9428617,2.520934533,22152689130,1350,42.8,-0.170069526,14858335,0.113719242,8389015.941
KEN,2001,1639.9,0.040831747,339.2752962,440.2566128,9369.185,0.292091616,225.0947893,7.283132103,11.6095875,12986519857,410,108.1,2.597608449,32076186,3.607718047,6383161.014
KOR,2001,6560.4,0.699127902,208.5955043,4032.392001,440216.016,9.295690521,480.865762,49.00530228,2.397595468,5.04586E+11,10890,5.7,0.739684398,47357000,1.040738314,37809828.8
LAC,2001,3006.33213,3.610389904,137.1685997,1122.340425,1327817.033,2.545653783,315.8545999,33.33314059,16.6601047,1.99195E+12,3683.678775,32.85042378,1.429257999,521601579,2.009129751,395300675.9
LIC,2001,1765.49382,1.632558944,341.312929,324.3303034,181787.858,0.276120662,337.0581151,9.645359172,10.11595068,1.6589E+11,261.7403043,133.1517008,2.276541387,658363836.2,3.759456955,163190991.8
LMC,2001,2410.060296,1.084621119,275.9830106,595.9641901,2758254.135,1.286267353,596.5437787,12.99802381,9.355413835,1.26731E+12,596.758154,87.60179968,1.690135916,2144386335,2.816279443,766763229.6
LMY,2001,2686.20177,2.698222757,255.8860819,892.1260045,11171872.24,2.190402898,649.4366417,15.55609256,11.12002113,5.9252E+12,1136.697552,79.53803842,1.39491596,5100373199,2.578023042,2107564312
MAR,2001,894.3,0.381284233,119.4539672,374.1947428,37715.095,1.294751995,413.3229162,18.82481581,1.544905091,37724674865,1320,52.8,1.160074637,29129204,1.795947361,15624905.03
MEX,2001,2855.6,4.798072343,123.5004211,1441.75856,393604.779,3.884402982,332.7362967,34.7779048,7.930665393,6.22093E+11,5450,27.6,1.36119631,101329543,1.788661561,76017423.16
MIC,2001,2831.683785,2.725308568,254.1209985,955.1930961,10990388.53,2.474193013,659.4392061,16.32131056,11.30726957,5.75771E+12,1266.264568,66.14248641,1.265539206,4442009363,2.480088079,1944373320
MNA,2001,2039.400915,0.922016704,210.0140363,1098.471751,872889.013,3.089248779,594.9325977,20.14291922,3.795699805,4.34415E+11,1671.116638,47.098765,1.854013253,282557047.2,2.355885242,157180098.6
MOZ,2001,884,6.267794759,732.1299881,403.7491237,1580.477,0.084556098,153.3280224,6.085067401,14.82176494,4075057669,230,173.3,2.660915117,18691461,5.10633942,5880333.631
MYS,2001,3108.1,0.597029311,207.8062137,2083.495166,136716.761,5.704941505,569.0065009,8.323686822,17.88284076,92783948533,3510,10,2.320566153,23964621,4.110895302,15126468.78
NGA,2001,1233.5,2.480494998,496.2717707,733.8569039,83350.91,0.657835862,444.8624334,13.72611906,12.84487109,47999775243,320,181.6,2.40927565,126704722,4.135467334,54787121.79
NLD,2001,7280.4,12.97369019,138.2661511,4712.299625,167273.872,10.4245292,305.8717918,12.47008945,11.84878691,4.00654E+11,25560,6,0.754800957,16046180,1.636359896,12432580.26
NZL,2001,6485.6,-0.565622132,187.3360523,4334.184255,34202.109,8.813840742,380.9598376,27.89859554,25.60035551,52872980328,13410,7.2,0.58669385,3880500,0.703311939,3329469
PAK,2001,2230.8,0.529665859,237.989273,438.6435218,108282.843,0.733832874,398.1464299,16.72035101,10.29380555,72309738921,480,99.3,2.078761495,147557907,3.097649542,49490922.01
PAN,2001,1831.5,3.955960195,111.4025458,894.0309729,7007.637,2.326082317,289.846213,36.45831639,18.67609335,11807500000,3690,25.1,1.893548374,3012635,3.401872596,2012440.18
PER,2001,3241.3,2.121523789,82.10322179,449.7078611,27165.136,1.035719544,189.0914499,28.38359093,9.436310561,53935760985,1980,37.7,1.406764868,26228274,1.519855069,18564372.34
PHL,2001,2667.8,0.255697469,180.7207875,491.081885,77164.681,0.977208612,359.6180503,14.30869933,10.74532724,76261998623,1040,39.2,2.117411808,78964389,3.54309787,46857468.43
POL,2001,3056.4,3.000722276,196.175697,2346.067813,302806.192,7.916899977,662.0027615,4.363853492,21.82806912,1.90421E+11,4670,9,-0.52738611,38248076,-0.601165259,23583763.66
PRT,2001,2632.2,5.143412898,112.7765286,2410.81846,62863.381,6.107392122,285.699854,38.3836431,5.919456403,1.20033E+11,11690,6.6,0.654355609,10292999,1.824253618,5665266.65
PRY,2001,2160.2,1.306284069,189.3912176,718.5049068,3821.014,0.70059944,184.671503,28.51163411,4.451886516,6445764901,1270,34.1,2.044663199,5453921,3.195341124,3050923.407
ROM,2001,3005.2,2.879488591,225.5651064,1654.813573,95672.03,4.322791885,589.2331484,8.746981746,4.70522118,40180746113,1750,25.7,-1.395423564,22132000,-1.320685233,11849472.8
RUS,2001,1936.9,0.896367134,472.7419409,4289.249641,1544404.721,10.58176884,1166.275306,17.47387347,9.014630841,3.06603E+11,1780,21.6,-0.241859173,145949580.3,-0.378191846,106981042.4
